1620645299999,3.932e-05
1620646199999,2.989e-05
1620647099999,2.957e-05
1620647999999,2.971e-05
1620648899999,3.265e-05
1620649799999,3.35e-05
1620650699999,3.553e-05
1620651599999,3.336e-05
1620652499999,3.356e-05
1620653399999,3.321e-05
1620654299999,3.055e-05
1620655199999,3.091e-05
1620656099999,2.915e-05
1620656999999,2.876e-05
1620657899999,2.801e-05
1620658799999,2.937e-05
1620659699999,3.064e-05
1620660599999,2.987e-05
1620661499999,2.954e-05
1620662399999,2.92e-05
1620663299999,2.719e-05
1620664199999,2.578e-05
1620665099999,2.616e-05
1620665999999,2.415e-05
1620666899999,2.827e-05
1620667799999,2.796e-05
1620668699999,2.664e-05
1620669599999,2.692e-05
1620670499999,2.669e-05
1620671399999,2.618e-05
1620672299999,2.594e-05
1620673199999,2.729e-05
1620674099999,2.729e-05
1620674999999,2.797e-05
1620675899999,2.933e-05
1620676799999,2.995e-05
1620677699999,2.837e-05
1620678599999,2.807e-05
1620679499999,2.835e-05
1620680399999,3.036e-05
1620681299999,2.992e-05
1620682199999,2.979e-05
1620683099999,3.121e-05
1620683999999,3.1e-05
1620684899999,3.195e-05
1620685799999,3.488e-05
1620686699999,3.701e-05
1620687599999,3.655e-05
1620688499999,3.533e-05
1620689399999,3.64e-05
1620690299999,3.649e-05
1620691199999,3.466e-05
1620692099999,3.51e-05
1620692999999,3.315e-05
1620693899999,3.36e-05
1620694799999,3.261e-05
1620695699999,3.322e-05
1620696599999,3.598e-05
1620697499999,3.491e-05
1620698399999,3.438e-05
1620699299999,3.48e-05
1620700199999,3.615e-05
1620701099999,3.71e-05
1620701999999,3.681e-05
1620702899999,3.62e-05
1620703799999,3.429e-05
1620704699999,3.562e-05
1620705599999,3.547e-05
1620706499999,3.407e-05
1620707399999,3.491e-05
1620708299999,3.501e-05
1620709199999,3.506e-05
1620710099999,3.588e-05
1620710999999,3.465e-05
1620711899999,3.394e-05
1620712799999,3.437e-05
1620713699999,3.471e-05
1620714599999,3.471e-05
1620715499999,3.395e-05
1620716399999,3.25e-05
1620717299999,3.342e-05
1620718199999,3.237e-05
1620719099999,3.149e-05
1620719999999,3.116e-05
1620720899999,3.151e-05
1620721799999,3.002e-05
1620722699999,3.119e-05
1620723599999,3.254e-05
