1577837699999,27.46
1577838599999,27.4
1577839499999,27.42
1577840399999,27.43
1577841299999,27.44
1577842199999,27.52
1577843099999,27.53
1577843999999,27.67
1577844899999,27.73
1577845799999,27.78
1577846699999,27.77
1577847599999,27.71
1577848499999,27.61
1577849399999,27.7
1577850299999,27.64
1577851199999,27.66
1577852099999,27.65
1577852999999,27.64
1577853899999,27.66
1577854799999,27.63
1577855699999,27.63
1577856599999,27.63
1577857499999,27.67
1577858399999,27.67
1577859299999,27.7
1577860199999,27.74
1577861099999,27.75
1577861999999,27.66
1577862899999,27.69
1577863799999,27.79
1577864699999,27.77
1577865599999,27.81
1577866499999,27.79
1577867399999,27.75
1577868299999,27.73
1577869199999,27.86
1577870099999,27.83
1577870999999,27.77
1577871899999,27.75
1577872799999,27.75
1577873699999,27.78
1577874599999,27.81
1577875499999,27.81
1577876399999,27.78
1577877299999,27.81
1577878199999,27.87
1577879099999,27.88
1577879999999,27.82
1577880899999,27.77
1577881799999,27.84
1577882699999,27.88
1577883599999,27.94
1577884499999,27.94
1577885399999,27.92
1577886299999,27.97
1577887199999,27.97
1577888099999,27.89
1577888999999,27.93
1577889899999,27.9
1577890799999,27.86
1577891699999,27.85
1577892599999,27.83
1577893499999,27.87
1577894399999,27.91
1577895299999,27.89
1577896199999,27.88
1577897099999,27.99
1577897999999,28.03
1577898899999,28.08
1577899799999,28.13
1577900699999,28.14
1577901599999,28.14
1577902499999,28.24
1577903399999,28.23
1577904299999,28.28
1577905199999,28.26
1577906099999,28.25
1577906999999,28.25
1577907899999,28.28
1577908799999,28.27
1577909699999,28.28
1577910599999,28.28
1577911499999,28.26
1577912399999,28.28
1577913299999,28.28
1577914199999,28.22
1577915099999,28.22
1577915999999,28.24
1577916899999,28.15
1577917799999,28.13
1577918699999,28.03
1577919599999,28.07
1577920499999,28.01
1577921399999,28.04
1577922299999,28.02
1577923199999,28.07
1577924099999,28.03
1577924999999,28.03
1577925899999,28.02
1577926799999,28.01
1577927699999,27.99
1577928599999,27.96
1577929499999,27.97
1577930399999,27.95
1577931299999,27.82
1577932199999,27.82
1577933099999,27.78
1577933999999,27.83
1577934899999,27.78
1577935799999,27.72
1577936699999,27.7
1577937599999,27.64
1577938499999,27.69
1577939399999,27.68
1577940299999,27.62
1577941199999,27.68
1577942099999,27.67
1577942999999,27.68
1577943899999,27.71
1577944799999,27.67
1577945699999,27.65
1577946599999,27.68
1577947499999,27.7
1577948399999,27.7
1577949299999,27.62
1577950199999,27.57
1577951099999,27.58
1577951999999,27.55
1577952899999,27.61
1577953799999,27.63
1577954699999,27.66
1577955599999,27.71
1577956499999,27.67
1577957399999,27.65
1577958299999,27.63
1577959199999,27.64
1577960099999,27.66
1577960999999,27.65
1577961899999,27.6
1577962799999,27.66
1577963699999,27.69
1577964599999,27.65
1577965499999,27.63
1577966399999,27.59
1577967299999,27.67
1577968199999,27.62
1577969099999,27.57
1577969999999,27.56
1577970899999,27.49
1577971799999,27.52
1577972699999,27.46
1577973599999,27.56
1577974499999,27.57
1577975399999,27.56
1577976299999,27.56
1577977199999,27.53
1577978099999,27.52
1577978999999,27.41
1577979899999,27.37
1577980799999,27.44
1577981699999,27.34
1577982599999,27.32
1577983499999,27.32
1577984399999,27.04
1577985299999,26.79
1577986199999,26.73
1577987099999,26.78
1577987999999,26.72
1577988899999,26.7
1577989799999,26.71
1577990699999,26.72
1577991599999,26.86
1577992499999,26.89
1577993399999,26.86
1577994299999,26.89
1577995199999,26.87
1577996099999,26.85
1577996999999,27.0
1577997899999,26.94
1577998799999,26.92
1577999699999,27.03
1578000599999,27.06
1578001499999,27.06
1578002399999,27.04
1578003299999,27.03
1578004199999,27.02
1578005099999,27.04
1578005999999,27.15
1578006899999,27.03
1578007799999,26.99
1578008699999,27.06
1578009599999,27.02
1578010499999,26.98
1578011399999,26.96
1578012299999,26.9
1578013199999,26.91
1578014099999,26.91
1578014999999,26.93
1578015899999,26.79
1578016799999,26.8
1578017699999,26.83
1578018599999,26.93
1578019499999,27.01
1578020399999,27.04
1578021299999,27.04
1578022199999,27.03
1578023099999,26.93
1578023999999,26.9
1578024899999,27.07
1578025799999,27.1
1578026699999,27.77
1578027599999,27.23
1578028499999,27.2
1578029399999,27.28
1578030299999,27.35
1578031199999,27.39
1578032099999,27.38
1578032999999,27.31
1578033899999,27.32
1578034799999,27.37
1578035699999,27.38
1578036599999,27.46
1578037499999,27.43
1578038399999,27.32
1578039299999,27.39
1578040199999,27.37
1578041099999,27.72
1578041999999,27.67
1578042899999,27.86
1578043799999,27.83
1578044699999,27.7
1578045599999,27.89
1578046499999,27.88
1578047399999,27.83
1578048299999,27.75
1578049199999,27.83
1578050099999,27.87
1578050999999,27.82
1578051899999,27.82
1578052799999,27.85
1578053699999,28.5
1578054599999,28.56
1578055499999,28.29
1578056399999,28.38
1578057299999,28.3
1578058199999,28.37
1578059099999,28.3
1578059999999,28.44
1578060899999,28.15
1578061799999,28.09
1578062699999,28.14
1578063599999,28.09
1578064499999,28.09
1578065399999,28.13
1578066299999,28.13
1578067199999,28.23
1578068099999,28.4
1578068999999,28.33
1578069899999,28.43
1578070799999,28.46
1578071699999,28.36
1578072599999,28.38
1578073499999,28.47
1578074399999,28.45
1578075299999,28.37
1578076199999,28.44
1578077099999,28.46
1578077999999,28.44
1578078899999,28.36
1578079799999,28.55
1578080699999,28.57
1578081599999,28.58
1578082499999,28.64
1578083399999,28.5
1578084299999,28.56
1578085199999,28.53
1578086099999,28.5
1578086999999,28.52
1578087899999,28.4
1578088799999,28.29
1578089699999,28.32
1578090599999,28.28
1578091499999,28.37
1578092399999,28.48
1578093299999,28.42
1578094199999,28.52
1578095099999,28.45
1578095999999,28.41
1578096899999,28.4
1578097799999,28.29
1578098699999,28.23
1578099599999,28.24
1578100499999,28.19
1578101399999,28.2
1578102299999,28.2
1578103199999,28.2
1578104099999,28.22
1578104999999,28.21
1578105899999,28.2
